강경훈,연애조작단 시라노,tvn,2013-05-27,0.6,조선X파일 기찰비록,tvn,2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고재현,저녁 같이 드실래요,mbc,2020-05-25,6.1,플레이어,ocn,2018-09-29,5.8,블랙,ocn,2017-10-14,4.3,신드롬,jtbc,2012-02-13,1.6,즐거운 나의 집,mbc,2010-10-27,10,"사랑해, 울지마",mbc,2008-11-17,19.5,태양의 여자,kbs2,2008-05-28,26.9,인생이여 고마워요,kbs2,2006-01-07,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고찬수,부부클리닉 사랑과 전쟁 2,kbs2,2011-11-11,13.5,선녀가 필요해,kbs2,2012-02-27,8.7,웃는 얼굴로 돌아보라,kbs2,2006-07-03,8.5,사랑도 리필이 되나요?,kbs2,2005-11-07,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고태경,2015 60분 드라마,mbc queen,2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고흥식,엄마가 바람났다,sbs,2020-05-04,7.6,해피시스터즈,sbs,2017-12-04,12.4,어머님은 내 며느리,sbs,2015-06-22,16.9,가족의 탄생,sbs,2012-12-05,11.7,"괜찮아, 아빠딸",sbs,2010-11-22,11,아내의 유혹,sbs,2008-11-03,37.5,물병자리,sbs,2008-03-03,17.8,황금신부,sbs,2007-06-23,31.1,내 남자의 여자,sbs,2007-04-02,36.8,마녀유희,sbs,2007-03-21,14.9,사랑도 미움도,sbs,2006-12-04,20.5,게임의 여왕,sbs,2006-11-18,16.9,불량가족,sbs,2006-03-15,17.8,사랑하고 싶다,sbs,2006-02-27,15.5,사랑은 기적이 필요해,sbs,2005-10-05,,작은 아씨들,sbs,2004-04-24,,해뜨는 집,sbs,2002-10-21,,루키,sbs,2000-12-11,,퀸,sbs,1999-08-11,,당신뿐인데,sbs,1997-08-04,,도둑,sbs,1996-04-17,,고백,sbs,1995-03-13,,사랑의 향기,sbs,1994-04-09,,사랑과 우정,sbs,1993-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곽경택,"친구, 우리들의 전설",mbc,2009-06-27,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곽기원,비켜라 운명아,kbs1,2018-11-05,23.1,오! 할매,kbs1,2015-05-31,8.4,뻐꾸기 둥지,kbs2,2014-06-03,23.6,며느리 삼국지,kbs2,1996-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곽영범,해피엔딩,jtbc,2012-04-23,1.7,애자언니 민자,sbs,2008-04-21,15,사랑과 야망,sbs,2006-02-04,27.3,아내의 반란,sbs,2004-10-15,,완전한 사랑,sbs,2003-10-04,,오남매,sbs,2002-04-01,,당신은 누구시길래,sbs,1999-09-06,,자전거를 타는 여자,sbs,1996-02-05,,작별,sbs,1994-06-13,,산다는 것은,sbs,1993-04-24,,겨울이야기,mbc,1991-01-07,,배반의 장미,mbc,1990-01-06,,상처,mbc,1989-06-12,,철새,mbc,1989-02-13,,모래성,mbc,1988-09-12,,거리의 악사,mbc,1988-04-18,,금남의 집,kbs2,1983-11-07,,청춘일기,kbs2,1983-09-26,,행복의 계단,kbs1,1982-09-20,,약속의 땅,kbs1,1982-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곽정환,날아라 개천용,sbs,2020-10-30,,보좌관 2 - 세상을 움직이는 사람들,jtbc,2019-11-11,5.3,보좌관 - 세상을 움직이는 사람들,jtbc,2019-06-14,5.3,미스 함무라비,jtbc,2018-05-21,5.3,THE K2,tvn,2016-09-23,6.6,동네의 영웅,ocn,2016-01-23,1.8,빠스껫 볼,tvn,2013-10-21,0.6,도망자 Plan.B,kbs2,2010-09-29,20.7,추노,kbs2,2010-01-06,34,2008 전설의 고향,kbs2,2008-08-06,20.1,한성별곡,kbs2,2007-07-09,7.6,황금사과,kbs2,2005-11-16,14.3,이 죽일놈의 사랑,kbs2,2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구혜선,블러드,kbs2,2015-02-16,6,엔젤아이즈,sbs,2014-04-05,11.9,허난설헌,mbc,2014-02-24,,부탁해요 캡틴,sbs,2012-01-04,11.1,더 뮤지컬,sbs,2011-09-02,7.1,꽃보다 남자,kbs2,2009-01-05,32.9,최강칠우,kbs2,2008-06-17,14.7,왕과 나,sbs,2007-08-27,25.5,열아홉 순정,kbs1,2006-05-22,43.2,서동요,sbs,2005-09-05,21.4,논스톱 5,mbc,2004-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권석장,구여친클럽,tvn,2015-05-08,1.2,미스코리아,mbc,2013-12-18,9.5,마이 프린세스,mbc,2011-01-05,20.9,파스타,mbc,2010-01-04,21.2,깍두기,mbc,2007-08-18,19.9,결혼하고 싶은 여자,mbc,2004-04-21,,베스트극장 - 안녕 클레멘타인,mbc,2004-01-16,,앞집 여자,mbc,2003-07-16,,사랑을 예약하세요,mbc,2002-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권성창,돌아온 복단지,mbc,2017-05-15,14.3,세가지색 판타지 - 반지의 여왕,mbc,2017-03-09,,한번 더 해피엔딩,mbc,2016-01-20,6.9,엄마의 정원,mbc,2014-03-17,15.3,드라마 페스티벌 - 수사부반장,mbc,2013-11-14,3.2,구암 허준,mbc,2013-03-18,11.8,심야병원,mbc,2011-10-15,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권수경,피아니시모,trendy,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권순욱,연애 기다린 보람 - 내사랑 울산큰애기,mbc drama,2019-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권이상,전원일기,mbc,1980-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권익준,태희혜교지현이,mbc,2009-03-02,14,가문의 영광,sbs,2008-10-11,28.5,그분이 오신다,mbc,2008-10-06,11.5,논스톱 4,mbc,2003-09-15,,논스톱 3,mbc,2002-06-28,,논스톱,mbc,2000-05-15,,남자 셋 여자 셋,mbc,1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권재영,일말의 순정,kbs2,2013-02-18,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권창범,해밀,mbn,2013-07-07,,해피앤드,채널a,2011-12-05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권혁찬,남자친구,tvn,2018-11-28,10.3,도깨비,tvn,2016-12-02,20.5,신데렐라와 네 명의 기사,tvn,2016-08-12,3.9,세 번 결혼하는 여자,sbs,2013-11-09,17.2,주군의 태양,sbs,2013-08-07,21.8,무자식 상팔자,jtbc,2012-10-27,9.2,신사의 품격,sbs,2012-05-26,24.4,아버지가 미안하다,tv조선,2012-01-23,1.7,천일의 약속,sbs,2011-10-17,19.8,내게 거짓말을 해봐,sbs,2011-05-09,10.5,시크릿 가든,sbs,2010-11-13,35.2,내 여자친구는 구미호,sbs,2010-08-11,19.9,산부인과,sbs,2010-02-03,12.2,돌아와요 순애씨,sbs,2006-07-12,25.8,연애시대,sbs,2006-04-03,16.9,프라하의 연인,sbs,2005-09-24,,불량주부,sbs,2005-03-21,,유리화,sbs,2004-12-01,,섬마을 선생님,sbs,2004-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기민수,블러드,kbs2,2015-02-16,6,굿 닥터,kbs2,2013-08-05,21.5,KBS 드라마 스페셜 시즌3,kbs2,2012-06-03,,오작교 형제들,kbs2,2011-08-06,36.3,그저 바라보다가,kbs2,2009-04-29,14.4,굿바이 솔로,kbs2,2006-03-01,16.2,드라마시티 - 주택개보수 작업일지,kbs2,2005-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기훈석,코파반장의 동화수사대,kbs2,2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김가람,조선혼담공작소 꽃파당,jtbc,2019-09-16,4.3,마성의 기쁨,드라맥스,2018-09-05,2.2,뱀파이어 탐정,ocn,2016-03-27,1.3,가시꽃,jtbc,2013-02-04,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김경용,더 뮤지컬,sbs,2011-09-02,7.1,남자이야기,kbs2,2009-04-06,9.6,썸데이,ocn,2006-11-11,,카이스트,sbs,1999-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김경희,365 : 운명을 거스르는 1년,mbc,2020-03-23,5.1,군주 - 가면의 주인,mbc,2017-05-10,14.9,자체발광 오피스,mbc,2017-03-15,7.4,운빨로맨스,mbc,2016-05-25,10.3,전설의 마녀,mbc,2014-10-25,31.4,마마,mbc,2014-08-02,20.3,빛나는 로맨스,mbc,2013-12-23,15.2,아들 녀석들,mbc,2012-09-22,9.2,글로리아,mbc,2010-07-31,13.5,히어로,mbc,2009-11-18,6.6,라이프 특별조사팀,mbc,2008-04-13,,그라운드 제로,mbc,2007-07-11,4.1,얼마나 좋길래,mbc,2006-07-03,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김규태,라이브(Live),tvn,2018-03-10,7.7,달의 연인 - 보보경심 려,sbs,2016-08-29,11.3,"괜찮아, 사랑이야",sbs,2014-07-23,12.9,"그 겨울, 바람이 분다",sbs,2013-02-13,15.8,빠담빠담… 그와 그녀의 심장박동소리,jtbc,2011-12-05,2.2,아이리스,kbs2,2009-10-14,35.5,그들이 사는 세상,kbs2,2008-10-27,7.7,이 죽일놈의 사랑,kbs2,2005-10-31,,노란손수건,kbs1,2003-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김근홍,웰컴2라이프,mbc,2019-08-05,6.8,여자를 울려,mbc,2015-04-18,25.5,구암 허준,mbc,2013-03-18,11.8,계백,mbc,2011-07-25,14.3,짝패,mbc,2011-02-07,18.4,선덕여왕,mbc,2009-05-25,43.6,이산,mbc,2007-09-17,35.5,주몽,mbc,2006-05-15,49.7,자매바다,mbc,2005-08-01,5.8,봄날의 미소,mbc,2005-05-09,,한강수타령,mbc,2004-10-02,,대장금,mbc,2003-09-15,,상도,mbc,2001-10-15,,황금시대,mbc,2000-11-29,,허준,mbc,1999-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김남원,사랑해서 남주나,mbc,2013-09-28,16.8,역전의 여왕,mbc,2010-10-18,17.4,잘했군 잘했어,mbc,2009-03-14,13,"90일, 사랑할 시간",mbc,2006-11-15,8.6,여우야 뭐하니,mbc,2006-09-20,19.1,가을 소나기,mbc,2005-09-21,,베스트극장 - 낙조속에서 울다,mbc,2005-03-25,,베스트극장 - 내 인생의 네비게이터,mbc,2005-03-18,,베스트극장 - 나는 살고 싶다,mbc,2005-01-28,,별의 소리,mbc,2004-01-30,,맹가네 전성시대,mbc,2002-10-26,,반달곰 내 사랑,mbc,2001-08-22,,뜨거운 것이 좋아,mbc,2000-07-10,,마지막 전쟁,mbc,1999-07-12,,영웅반란,mbc,1997-08-18,,한지붕 세가족,mbc,1986-11-09,,전원일기,mbc,1980-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김달준,해피앤드,채널a,2011-12-05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김대진,나쁜형사,mbc,2018-12-03,10.6,황금주머니,mbc,2016-11-14,9.8,호텔킹,mbc,2014-04-05,13.6,오늘만 같아라,mbc,2011-11-21,12.5,살맛납니다,mbc,2009-10-26,22.4,내 인생의 황금기,mbc,2008-08-30,16.4,옥션하우스,mbc,2007-09-30,,사랑은 아무도 못말려,mbc,2006-01-02,14.6,제5공화국,mbc,2005-04-23,,다모,mbc,2003-07-28,,MBC 베스트극장,mbc,1991-08-04,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김대현,조선미인별전,kbs1,2018-01-06,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김도혁,보이스,ocn,2017-01-14,5.7,아이러브 이태리,tvn,2012-05-28,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김도형,가시꽃,jtbc,2013-02-04,2.2,장난스런 KISS,mbc,2010-09-01,7.5,비포&애프터 성형외과,mbc,2008-01-06,,궁S,mbc,2007-01-10,14.7,궁,mbc,2006-01-11,27.1,결혼하고 싶은 여자,mbc,2004-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김도훈,메디컬 탑팀,mbc,2013-10-09,7.3,해를 품은 달,mbc,2012-01-04,42.2,로열 패밀리,mbc,2011-03-02,15.7,스포트라이트,mbc,2008-05-14,13.2,베스트극장 - 사랑해 아줌마,mbc,2006-01-07,,환생 - NEXT,mbc,2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김동일,바라바라 꿍,kbs1,2011-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김동휘,조선로코 - 녹두전,kbs2,2019-09-30,8.3,"쌈, 마이웨이",kbs2,2017-05-22,13.8,드라마 스페셜 - 동정 없는 세상,kbs2,2016-10-30,2,드라마 스페셜 - 전설의 셔틀,kbs2,2016-10-02,3.1,장사의 신 - 객주 2015,kbs2,2015-09-23,13,드라마 스페셜 - 라이브 쇼크,kbs2,2015-08-14,3.3,착하지 않은 여자들,kbs2,2015-02-25,13.7,고양이는 있다,kbs1,2014-06-09,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김명욱,왼손잡이 아내,kbs2,2019-01-02,17.1,이름 없는 여자,kbs2,2017-04-24,23.8,우리 집 꿀단지,kbs1,2015-11-02,30,지성이면 감천,kbs1,2013-04-29,28.4,드라마 스페셜 - 아빠가 간다,kbs2,2012-10-28,4.6,웃어라 동해야,kbs1,2010-10-04,43.9,너는 내 운명,kbs1,2008-05-05,43.6,미우나 고우나,kbs1,2007-09-03,44.2,아줌마가 간다,kbs2,2006-11-13,21.1,그녀가 돌아왔다,kbs2,2005-06-27,,낭랑 18세,kbs2,2004-01-19,,TV소설 매화연가,kbs1,2001-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김미숙,나쁜사랑,mbc,2019-12-02,6.9,역류,mbc,2017-11-13,9.4,언제나 봄날,mbc,2016-10-31,12,이브의 사랑,mbc,2015-05-18,14.7,모두 다 김치,mbc,2014-04-07,15.4,특수사건 전담반 TEN 2,ocn,2013-04-14,2.1,별순검 시즌3,mbc drama,2010-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김민경,초인시대,tvn,2015-04-10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
